reactant,product,XLogP,TPSA
CCOC(=O)CC(O)C(C)c1cccc(C(=O)c2ccccc2)c1,CC(c1cccc(C(=O)c2ccccc2)c1)C(O)CC(=O)O,2.7,74.6
CCOC(=O)CC(C)=O.CC[O-].O=C(c1ccccc1)c1cccc(CBr)c1,CCOC(=O)C(C)C(=O)Cc1cccc(C(=O)c2ccccc2)c1,3.8,60.4
CCOC(=O)CC(O)C(C)c1cccc(C(=O)c2ccccc2)c1,CCOC(=O)CC=C(C)c1cccc(C(=O)c2ccccc2)c1,4.7,43.4
CCOC(=O)CC=C(C)c1cccc(C(=O)c2ccccc2)c1,CC(=CCC(=O)O)c1cccc(C(=O)c2ccccc2)c1,4.0,54.4
Cc1c(C(=O)Cl)cccc1[N+](=O)[O-].Fc1ccccc1,Cc1c(C(=O)c2ccc(F)cc2)cccc1[N+](=O)[O-],3.6,62.9
Cc1c(C(=O)c2ccc(F)cc2)cccc1[N+](=O)[O-],Cc1c(N)cccc1C(=O)c1ccc(F)cc1,3.0,43.1
CC(C)=O.Cc1c(CCCCO)cccc1C(=O)c1ccc(F)cc1,Cc1c(CCCC(=O)O)cccc1C(=O)c1ccc(F)cc1,3.8,54.4
CI.Cc1cccc(C(=O)c2ccc(Cl)cc2)c1O,COc1c(C)cccc1C(=O)c1ccc(Cl)cc1,4.2,26.3
COc1c(C)cccc1C(=O)c1ccc(Cl)cc1.O=C1CCC(=O)N1Br,COc1c(CBr)cccc1C(=O)c1ccc(Cl)cc1,4.4,26.3
CCOC(=O)C(Cc1cccc(C(=O)c2ccc(Cl)cc2)c1OC)C(=O)[O-],COc1c(CC(C(=O)O)C(=O)O)cccc1C(=O)c1ccc(Cl)cc1,3.4,101.0
COc1c(CCC(=O)O)cccc1C(=O)c1ccc(Cl)cc1.O=S(Cl)Cl,COc1c(CCC(=O)Cl)cccc1C(=O)c1ccc(Cl)cc1,4.6,43.4
CC(C)=CC(O)C1=C(C)CCCC1(C)C,CC(C)=CC(=O)C1=C(C)CCCC1(C)C,4.1,17.1
C=C(C)CC(O)C1=C(C)CCCC1(C)C,C=C(C)CC(=O)C1=C(C)CCCC1(C)C,4.0,17.1
C=CCBr.CC1=C(C=O)C(C)(C)CCC1,C=CCC(O)C1=C(C)CCCC1(C)C,3.1,20.2
C/C=C\C(O)C1=C(C)CCCC1(C)C,C/C=C/C(=O)C1C(C)=CCCC1(C)C,3.2,17.1
CC=CC(O)C1=C(C)CCCC1(C)C,C/C=C\C(=O)C1C(C)=CCCC1(C)C,3.2,17.1
CC1=C(C=O)C(C)(C)CCC1.CC=CBr,CC=CC(O)C1=C(C)CCCC1(C)C,3.0,20.2
C/C=C\C(=O)C1=C(C)CCCC1(C)C,C/C=C/C(=O)C1=C(C)CCCC1(C)C,3.5,17.1
CC#CC(=O)C1C(C)=CCCC1(C)C,CC#CC(O)C1C(C)=CCCC1(C)C,2.8,20.2
CC(C)=CCCC(C)=CC=O.CC=CBr,CC=CC(O)C=C(C)CCC=C(C)C,4.0,20.2
C#CC.CC1=C(C=O)C(C)(C)CC=C1,CC#CC(O)C1=C(C)C=CCC1(C)C,2.5,20.2
CC#CC(O)C1=C(C)C=CCC1(C)C,C/C=C\C(=O)C1=C(C)C=CCC1(C)C,3.2,17.1
CC(=O)OO.CC=CC(O)C1=C(C)CCCC1(C)C,C/C=C/C(O)C12OC1(C)CCCC2(C)C,2.2,32.8
C/C=C(\C)C(=O)C1=C(C)CC(C)CC1(C)C.C1COCCO1,CC1=C(C)C2(C)CCC(C)C(C)(C)C2C1=O,4.0,17.1
C/C=C/C(=O)C1C(C)=CCCC1(C)C,C=C1C2CCC(C)(C)C1C(=O)CC2C,3.0,17.1
CCC1C(=O)CCc2ccc(OC)cc21.COc1ccc2c(c1)C(C)(CCCCCl)C(=O)CC2,CCC1(CCCCCl)C(=O)CCc2ccc(OC)cc21,4.0,26.3
CC1(CCCCCBr)C(=O)CCc2ccccc21,CC12CCCCCC(Cc3ccccc31)C2=O,4.1,17.1
BrCCCCCBr.COc1ccc2c(c1)C(C)C(=O)CC2,COc1ccc2c(c1)C1(C)CCCCCC(C2)C1=O,4.1,26.3
COc1ccc2c(c1)CCC(=O)C2(C)CCCCCl,COc1ccc2c(c1)CC1CCCCC2(C)C1=O,3.6,26.3
COc1cccc2c1CCC(=O)C2(C)CCCCCl,COc1cccc2c1CC1CCCCC2(C)C1=O,3.6,26.3
CCC1(CCCCCl)C(=O)CCc2ccc(OC)cc21,CCC12CCCCC(Cc3ccc(OC)cc31)C2=O,3.9,26.3
CCC12CCCCC(Cc3ccc(OC)cc31)C2=O.COc1ccc2c(c1)C1(C)CCCCC(C2)C1N,CCC12CCCCC(Cc3ccc(OC)cc31)C2=N,4.0,33.1
CCO.O=C(O)Cc1ccccc1CC(=O)O,CCOC(=O)C1C(=O)Cc2ccccc21,1.8,43.4
BrCCCBr.CCO.CCOC1C(=O)C(=C=O)c2ccccc21.[OH-],CCOC(=O)C1(CCCBr)C(=O)Cc2ccccc21,3.1,43.4
CCOC(=O)C1(CCCBr)C(=O)Cc2ccccc21,CCOC(=O)C12CCCC(C1=O)c1ccccc12,2.7,43.4
CCOC(=O)C12CCCC(C1=NO)c1ccccc12,NC1C2CCCC1(CO)c1ccccc12,1.8,46.2
Cc1ccc(C)cc1.[Li]CCCC,CCC(C)Cc1ccc(C)cc1,4.4,0.0
CCC(C)Cl.Cc1ccc(CCl)cc1,CCC(C)Cc1ccc(C)cc1,4.4,0.0
CCC(C)(O)Cc1ccc(C)cc1,C=CC(C)Cc1ccc(C)cc1,4.0,0.0
N#CCCl.Sc1nc2ccccc2s1,N#CCSc1nc2ccccc2s1,2.9,90.2
N#CCCl.O=S([O-])c1ccccc1,N#CCS(=O)(=O)c1ccccc1,0.9,66.3
CCOC(=O)C(=O)c1ccc2cc(OC)ccc2c1,CCOC(=O)C(O)c1ccc2cc(OC)ccc2c1,2.4,55.8
CCOC(=O)C(O)c1ccc2cc(OC)ccc2c1,COc1ccc2cc(C(O)C(=O)O)ccc2c1,2.2,66.8
CC(C)N.CCOC(=O)C(O)c1ccc2cc(OC)ccc2c1,COc1ccc2cc(C(O)C(=O)NC(C)C)ccc2c1,2.8,58.6
CCOC(=O)C(O)(Cl)c1ccc2cc(OC)ccc2c1,CCOC(=O)C(Cl)c1ccc2cc(OC)ccc2c1,3.7,35.5
CCOC(=O)C(Cl)c1ccc2cc(OC)ccc2c1,COc1ccc2cc(C(Cl)C(=O)O)ccc2c1,3.5,46.5
BrP(Br)(Br)(Br)Br.CCOC(=O)C(O)c1ccc2cc(OC)ccc2c1,CCOC(=O)C(Br)c1ccc2cc(OC)ccc2c1,3.8,35.5
CCOC(=O)C(Br)c1ccc2cc(OC)ccc2c1.[I-],CCOC(=O)C(I)c1ccc2cc(OC)ccc2c1,3.7,35.5
COc1ccc2cc(C(Cl)C(=O)O)ccc2c1.[SH-],COc1ccc2cc(C(S)C(=O)O)ccc2c1,3.2,47.5
CC(O)=S.COc1ccc2cc(C(Cl)C(=O)O)ccc2c1,COc1ccc2cc(C(SC(C)=O)C(=O)O)ccc2c1,3.3,88.9
COc1ccc2cc(C(Cl)C(=O)O)ccc2c1.OC(=S)c1ccccc1,COc1ccc2cc(C(SC(=O)c3ccccc3)C(=O)O)ccc2c1,5.0,88.9
CC(=S)[S-].CCOC(=O)C(Cl)c1ccc2cc(OC)ccc2c1,CCOC(=O)C(SC(C)=S)c1ccc2cc(OC)ccc2c1,4.1,92.9
COc1ccc2cc(C(Cl)C(=O)O)ccc2c1.N#C[S-],COc1ccc2cc(C(SC#N)C(=O)O)ccc2c1,3.6,95.6
CCN(CC)C(=O)Cl.COc1ccc2cc(C(SC(N)=O)C(=O)O)ccc2c1,CCN(CC)C(=O)SC(C(=O)O)c1ccc2cc(OC)ccc2c1,4.1,92.1
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,CN1C(c2ccccc2)CC(c2ccccc2)N1C,3.7,6.5
CC#CCOS(=O)(=O)c1ccc(C)cc1.Oc1ccccc1O,CCC#COc1ccccc1O,2.6,29.5
C#CC(C)OS(=O)(=O)c1ccc(C)cc1.Oc1ccccc1O,C#CC(C)Oc1ccccc1O,1.8,29.5
O=C(O)CCCCCCC1C(=O)CC(=O)C1=O,O=C(O)CCCCCCC1C(=O)CCC1=O,1.5,71.4
CCO.O=C(O)CCCCCCC1C(=O)CCC1=O.c1ccccc1,CCOC(=O)CCCCCCC1=C(OCC)CCC1=O,3.0,52.6
CCOC(=O)CCCCCCC1=C(OCC)CCC1=O,CCOC1=C(CCCCCCC(=O)O)C(=O)CC1,2.3,63.6
C1COOOC1.CC(C)C(=O)OC(=O)C(C)C.O=C([O-])O,CC(C)C(=O)OCOC(=O)C(C)C,2.2,52.6
CC=O.CCC(=O)OC(=O)CC.O=C([O-])O,CCC(=O)OC(C)OC(=O)CC,1.5,52.6
CCC(=O)OC(=O)CC.O=CC(Cl)(Cl)Cl,CCC(=O)OC(OC(=O)CC)C(Cl)(Cl)Cl,3.0,52.6
C=CC=O.CCC(=O)OC(=O)CC,C=CC(OC(=O)CC)OC(=O)CC,1.7,52.6
Nc1cccc(C(=O)O)c1.O=C(CC1CCc2ccccc2C1=O)c1ccccc1,O=C(O)c1cccc(-n2c(-c3ccccc3)cc3c2-c2ccccc2CC3)c1,5.5,42.2
Cc1ccccc1.O.O=C(CBr)c1ccccc1,O=C(CC1CCCCC1=O)c1ccccc1,2.3,34.1
Nc1cccc(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1cccc(-n2c(-c3ccccc3)cc3c2CCCC3)c1,4.7,42.2
COC(=O)c1ccccc1N.O=C(CC1CCCCC1=O)c1ccccc1,COC(=O)c1ccccc1-n1c(-c2ccccc2)cc2c1CCCC2,5.1,31.2
Nc1ccc(C(=O)O)cc1.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,4.7,42.2
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCc2ccccc2C1=O)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2-c2ccccc2CC3)ccc1O,5.7,62.5
Nc1ccc(C(=O)O)c(O)c1.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1O,4.9,62.5
Nc1ccccc1C(=O)O.O=C(CC1CCc2ccccc2C1=O)c1ccccc1,O=C(O)c1ccccc1-n1c(-c2ccccc2)cc2c1-c1ccccc1CC2,5.5,42.2
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)ccc1O,4.9,62.5
CC(=O)OC(C)=O.O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)ccc1O,CC(=O)Oc1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1C(=O)O,4.5,68.5
CO.O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)ccc1O,COC(=O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)ccc1O,5.3,51.5
O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)ccc1O,O=C(O)c1cc(-n2c(-c3ccccc3)cc3ccccc32)ccc1O,5.0,62.5
CC(=O)OC(C)=O.O=C(O)c1cc(-n2c(-c3ccccc3)cc3ccccc32)ccc1O,CC(=O)Oc1ccc(-n2c(-c3ccccc3)cc3ccccc32)cc1C(=O)O,4.6,68.5
Cc1ccccc1.O.O=C(CBr)c1ccc(Br)cc1,O=C(CC1CCCCC1=O)c1ccc(Br)cc1,3.0,34.1
C1=C(N2CCCC2)CCCC1.O.O=C(CBr)c1cccc(C(F)(F)F)c1,O=C(CC1CCCCC1=O)c1cccc(C(F)(F)F)c1,3.2,34.1
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1cccc(C(F)(F)F)c1,O=C(O)c1cc(-n2c(-c3cccc(C(F)(F)F)c3)cc3c2CCCC3)ccc1O,5.8,62.5
COc1ccc(C(=O)CC2CCCCC2=O)cc1.Nc1ccc(O)c(C(=O)O)c1,COc1ccc(-c2cc3c(n2-c2ccc(O)c(C(=O)O)c2)CCCC3)cc1,4.9,71.7
Cc1ccccc1.O.O=C(CBr)c1ccccc1,O=C(CC1CCCC1=O)c1ccccc1,1.7,34.1
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCC1=O)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCC3)ccc1O,4.4,62.5
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccc(Br)cc1,O=C(O)c1cc(-n2c(-c3ccc(Br)cc3)cc3c2CCCC3)ccc1O,5.6,62.5
CN(C)C=O.O=C(O)c1cc(-n2c(-c3ccc(Br)cc3)cc3c2CCCC3)ccc1O,N#Cc1ccc(-c2cc3c(n2-c2ccc(O)c(C(=O)O)c2)CCCC3)cc1,4.7,86.2
C1=C(N2CCCC2)CCc2ccccc21.O.O=C(CBr)c1ccccc1,O=C(CC1C(=O)CCc2ccccc21)c1ccccc1,2.9,34.1
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1C(=O)CCc2ccccc21)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,5.7,62.5
CO.O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,COC(=O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,6.0,51.5
CCO.O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,CCOC(=O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,6.4,51.5
CC(=O)O.CC(=O)OC(C)=O.O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,CC(=O)Oc1ccc(-n2c3c(c(C(C)=O)c2-c2ccccc2)-c2ccccc2CC3)cc1C(=O)O,4.9,85.6
CC(=O)OC(C)=O.O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,CC(=O)Oc1ccc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)cc1C(=O)O,5.2,68.5
O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c4ccccc4ccc32)ccc1O,6.3,62.5
COc1cccc(C(=O)CC2CCCCC2=O)c1.Nc1ccc(O)c(C(=O)O)c1,COc1cccc(-c2cc3c(n2-c2ccc(O)c(C(=O)O)c2)CCCC3)c1,4.9,71.7
Nc1cc(C(=O)O)c(O)cc1C(F)(F)F.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)c(C(F)(F)F)cc1O,5.8,62.5
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccc(F)cc1,O=C(O)c1cc(-n2c(-c3ccc(F)cc3)cc3c2CCCC3)ccc1O,5.0,62.5
C1=C(N2CCCC2)CCCC1.CN(C)C=O.Cc1ccc(C(=O)CBr)cc1,Cc1ccc(C(=O)CC2CCCCC2=O)cc1,2.6,34.1
Cc1ccc(C(=O)CC2CCCCC2=O)cc1.Nc1ccc(O)c(C(=O)O)c1,Cc1ccc(-c2cc3c(n2-c2ccc(O)c(C(=O)O)c2)CCCC3)cc1,5.3,62.5
CC(C)(C)C1CCc2c(cc(-c3ccccc3)n2-c2ccc(O)c(C(=O)O)c2)C1,CC(C)(C)c1ccc2c(c1)cc(-c1ccccc1)n2-c1ccc(O)c(C(=O)O)c1,6.7,62.5
CC(C)(C)C(=O)CC1C(=O)CCc2ccccc21.Nc1ccc(O)c(C(=O)O)c1,CC(C)(C)c1cc2c(n1-c1ccc(O)c(C(=O)O)c1)CCc1ccccc1-2,5.7,62.5
Nc1cc(Cl)c(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)cc(Cl)c1O,5.6,62.5
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccc(O)cc1,O=C(O)c1cc(-n2c(-c3ccc(O)cc3)cc3c2CCCC3)ccc1O,4.6,82.7
CC1CCC(=O)C(CC(=O)c2ccccc2)C1.Nc1ccc(O)c(C(=O)O)c1,CC1CCc2c(cc(-c3ccccc3)n2-c2ccc(O)c(C(=O)O)c2)C1,5.2,62.5
CC(=O)Nc1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1C(=O)O,Nc1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1C(=O)O,4.6,68.2
CC(=O)Nc1cc(N)cc(C(=O)O)c1O.O=C(CC1CCCCC1=O)c1ccccc1,CC(=O)Nc1cc(-n2c(-c3ccccc3)cc3c2CCCC3)cc(C(=O)O)c1O,4.1,91.6
Nc1cc(Br)c(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCCC3)cc(Br)c1O,5.6,62.5
COC1CCC(=O)C(CC(=O)c2ccccc2)C1.Nc1ccc(O)c(C(=O)O)c1,COC1CCc2c(cc(-c3ccccc3)n2-c2ccc(O)c(C(=O)O)c2)C1,4.3,71.7
C1=C(N2CCCC2)CCCC1.CCO.O=C(CBr)c1ccc(Cl)c(Cl)c1,O=C(CC1CCCCC1=O)c1ccc(Cl)c(Cl)c1,3.5,34.1
C1=C(N2CCCC2)CCC1.CCO.O=C(CBr)c1ccc(Br)cc1,O=C(CC1CCCC1=O)c1ccc(Br)cc1,2.4,34.1
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCC1=O)c1ccc(Br)cc1,O=C(O)c1cc(-n2c(-c3ccc(Br)cc3)cc3c2CCC3)ccc1O,5.1,62.5
C1=C(N2CCCC2)CCCC1.CCO.O=C(CBr)c1ccc([N+](=O)[O-])cc1,O=C(CC1CCCCC1=O)c1ccc([N+](=O)[O-])cc1,2.1,80.0
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1ccc([N+](=O)[O-])cc1,O=C(O)c1cc(-n2c(-c3ccc([N+](=O)[O-])cc3)cc3c2CCCC3)ccc1O,4.8,108.0
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1C(=O)CCc2cc(Cl)ccc21)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2cc(Cl)ccc2-3)ccc1O,6.3,62.5
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1C(=O)Cc2ccccc21)c1ccccc1,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2Cc2ccccc2-3)ccc1O,5.4,62.5
Nc1ccc(O)c(C(=O)O)c1.O=C(CC1CCCCC1=O)c1cccs1,O=C(O)c1cc(-n2c(-c3cccs3)cc3c2CCCC3)ccc1O,4.7,90.7
COC(=O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O.[NH4+].[OH-],NC(=O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,5.0,68.2
N#CCN.O=C(Cl)COc1ccc(Cl)cc1Cl,N#CCNC(=O)COc1ccc(Cl)cc1Cl,2.3,62.1
COC(=O)C(F)(F)F.N=C(N)NC(=N)NCc1ccccc1,Nc1nc(NCc2ccccc2)nc(C(F)(F)F)n1,2.4,76.7
ClC(Cl)(Cl)c1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1.NCc1ccccc1,ClC(Cl)(Cl)c1nc(NCc2ccccc2)nc(C(Cl)(Cl)Cl)n1,5.1,50.7
CNc1nc(NCc2ccccc2)nc(C(Cl)(Cl)Cl)n1,Nc1nc(NCc2ccccc2)nc(C(Cl)(Cl)Cl)n1,3.1,76.7
C1CO1.Oc1c(Br)cc(Br)cc1Br,CC(O)Oc1c(Br)cc(Br)cc1Br,4.0,29.5
C1CO1.Oc1c(Br)cc(Br)cc1Br,CC(O)Oc1c(Br)cc(Br)cc1Br,4.0,29.5
C(=Nc1ccccc1)c1ccccc1.Cc1ccc(-c2cc3ccc4ccccc4c3o2)cc1,C(=Cc1ccc(-c2cc3ccc4ccccc4c3o2)cc1)c1ccccc1,7.5,13.1
C(=Nc1ccccc1)c1ccccc1.COc1ccc2cc(-c3ccc(C)cc3)oc2c1,COc1ccc2cc(-c3ccc(C=Cc4ccccc4)cc3)oc2c1,6.2,22.4
Cc1ccc(C(=O)CCl)cc1.Oc1ccc(Cl)cc1Cl,Cc1ccc(C(=O)COc2ccc(Cl)cc2Cl)cc1,5.0,26.3
C(=Nc1ccccc1)c1ccc(-c2ccccc2)cc1.Cc1ccc(-c2cc3cc(Cl)cc(Cl)c3o2)cc1,Clc1cc(Cl)c2oc(-c3ccc(C=Cc4ccc(-c5ccccc5)cc4)cc3)cc2c1,9.1,13.1
ClP(c1ccccc1)c1ccccc1.Oc1ccccc1,OP(c1ccccc1)c1ccccc1,2.6,20.2
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.2,75.6
CCN(CC)CC.NCC(=O)O.O.O=C(O)CNC(=O)OC(c1ccccc1)c1ccccc1,O=C(O)CNC(=O)C(c1ccccc1)c1ccccc1,2.4,66.4
C1N2CN3CN1CN(C2)C3.NS(N)(=O)=O.OCP(CO)CO,O=S1(=O)N2CN3CN1CP(C3)C2,-1.0,52.2
CC(C)(C)OO.O=S1(=O)N2CN3CN1CP(C3)C2,O=P12CN3CN(C1)S(=O)(=O)N(C3)C2,-1.6,69.3
O=S1(=O)N2CN3CN1CP(C3)C2,C1N2CN3CP(C2)CN1S3,0.5,35.0
CC(=O)Nc1cccc2c(OC(C)=O)c(S(=O)(=O)Cl)ccc12.[NH4+],CC(=O)Nc1cccc2c(O)c(S(N)(=O)=O)ccc12,1.1,118.0
CC(=O)Nc1cccc2c(OC(C)=O)c(S(=O)(=O)[O-])ccc12.O=P(Cl)(Cl)Cl,CC(=O)Nc1cccc2c(OC(C)=O)c(S(=O)(=O)Cl)ccc12,2.1,97.9
Cc1ccc(S(=O)(=O)Cl)cc1.Nc1cccc2c(O)cccc12,Cc1ccc(S(=O)(=O)Nc2cccc3c(O)cccc23)cc1,3.7,74.8
COC(=O)C1N2C(=O)C(N3C(=O)c4ccccc4C3=O)[C@H]2S(=O)C1(C)C.O=S(Cl)Cl,COC(=O)C1N2C(=O)C(N3C(=O)c4ccccc4C3=O)[C@H]2SC[C@@]1(C)O,0.9,130.0
CC(=O)N(C)C.COc1ccc(COC(=O)C2N3C(=O)C(N4C(=O)c5ccccc5C4=O)[C@H]3S(=O)C2(C)C)cc1,COc1ccc(COC(=O)C2N3C(=O)C(N4C(=O)c5ccccc5C4=O)[C@H]3SC[C@@]2(C)O)cc1,2.4,139.0
CCOC(C)=O.COc1ccc2c(c1OC)CN(C)CCc1cc(OCc3ccccc3)ccc1CC2,COc1ccc2c(c1OC)CN(C=O)CCc1cc(OCc3ccccc3)ccc1CC2,4.9,48.0
C=O.COc1ccc2c(c1OC)CNCCc1cc(O)ccc1CC2,COc1ccc2c(c1OC)CN(C)CCc1cc(O)ccc1CC2,3.6,41.9
C=CCBr.COc1ccc2c(c1OC)CNCCc1cc(O)ccc1CC2,C=CCN1CCc2cc(O)ccc2CCc2ccc(OC)c(OC)c2C1,4.2,41.9
C1CCC(NC2CCCCC2)CC1,C1CCC(NC2CCCCC2)CC1,3.4,12.0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)COc3ccccc3)[C@H]2SC1,CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,-3.1,109.0
CO.COC(C)=S.C[O-].N#CCCl,COC(=O)CSCC#N,0.6,75.4
C1CCOC1.COP(C)(=O)OC.[Li]CCCC,COP(=O)(CC(=O)Cc1ccccc1)OC,0.8,52.6
CC1(Cl)CSC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)OCc1ccc([N+](=O)[O-])cc1,CC1(Cl)CSC2C(N)C(=O)N2C1C(=O)OCc1ccc([N+](=O)[O-])cc1,1.3,144.0
CON=C(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1Cl.CON=C(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1cccn1C,CON=C(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1cccc2ccccc12,3.6,134.0
C=COCC.COC(=O)C(=NO)c1cccs1,CCOCCON=C(C(=O)OC)c1cccs1,2.5,85.4
ClCc1cccs1.O=C1c2ccccc2C(=O)N1O,O=C1c2ccccc2C(=O)N1OCc1cccs1,2.2,74.8
ClCc1ccco1.O=C1c2ccccc2C(=O)N1O,O=C1c2ccccc2C(=O)N1OCc1ccco1,1.5,59.8
BrC1CCCC1.O=C1c2ccccc2C(=O)N1O,O=C1c2ccccc2C(=O)N1OC1CCCC1,2.6,46.6
Clc1ccc2c(c1)C(c1ccccc1)=NCCN2.OCCS,OCCSC1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,3.8,69.9
Clc1ccc2c(c1)C1(c3ccccc3)NCC(N2)S1.OCCS,OCCSC1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,3.8,69.9
Clc1ccc2c(c1)C1(c3ccccc3)NCC(N2)S1.O=C(O)CS,O=C1CSC2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,3.6,58.0
